
Session ID, Condition, Participant ID, Folder Link, Video ID, Description Text, First Description Time, Timecode from start of description
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, , NOTIME, NOTIME
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, Tyler leaves the teamfight to heal Deaven in bottom bush, 07:33:06, 0:00
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, Tyler long range attack the monkey, 07:33:06, 0:14
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, Tyler runs past drago to escape monkey, 07:33:06, 0:22
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler enters team fight, 07:33:06, 0:33
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, kill by Sona, 07:33:06, 0:40
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler places ward near top red buff, 07:33:06, 0:59
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, begin attacking baron, 07:33:06, 1:14
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, confirm kill on Baron by rocket girl, 07:33:06, 1:26
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, teammate is attacked by top tower, 07:33:06, 1:41
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, recall back to base, 07:33:06, 1:55
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, leaves base down mid lane, 07:33:06, 2:09
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler enters bottom bush to heal rocket girl, 07:33:06, 2:24
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler pushed midlane with teammate, 07:33:06, 3:01
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler begins heading top lane through red buff to assist 3 teammates, 07:33:06, 3:19
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler abandons teammfight top against 3 opponents, 07:33:06, 3:40
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler aids in teammfight mid, 07:33:06, 3:51
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, tyler pushes tower with team against 3 opponents, 07:33:06, 4:17
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, shyvana pushes in to help in teammfight, 07:33:06, 4:37
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, shyvana confirm kill on monkey, 07:33:06, 4:46
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, dies to annoying girl, 07:33:06, 5:11
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, <br>, NOTIME, NOTIME
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, <br>, NOTIME, NOTIME
League-A-TL, TL, L3, https://drive.google.com/drive/folders/1iaic9Gf8XXBRqWCJiGhZZ3yuamjczSyG?usp=share_link, LA, <br>, NOTIME, NOTIME
